1,0,83,83,
2,1,77,86,
3,4,15,93,
4,6,21,92,
5,8,27,90,
6,10,11,72,
7,12,23,82,
8,14,2,69,
9,16,11,93,
10,18,13,98,
11,20,5,96,
12,22,13,95,
13,24,3,99,
14,26,12,95,
15,28,1,97,
16,30,9,97,
17,32,3,96,
18,34,0,93,
19,36,7,95,
20,38,4,93,
21,40,5,99,
22,42,1,99,
23,44,0,99,
24,46,13,99,
25,48,1,90,
26,50,4,99,
27,52,4,99,
28,54,2,98,
29,56,0,97,
30,58,0,99,
31,60,0,95,
32,62,0,96,
33,64,10,93,
34,66,0,89,
35,68,15,99,
36,70,2,99,
37,72,5,93,
38,74,3,95,
39,76,11,98,
40,78,1,98,
41,80,0,98,
42,82,3,99,
43,84,8,97,
44,86,5,99,
45,88,0,99,
46,90,0,90,
47,92,0,98,
48,94,2,97,
49,96,2,99,
50,98,2,99,
51,100,0,99,
52,102,1,99,
53,104,3,98,
54,106,0,98,
55,108,0,98,
56,110,0,99,
57,112,0,96,
58,114,0,99,
59,116,3,98,
60,118,0,99,
61,120,0,99,
62,122,2,97,
63,124,1,99,
64,126,0,99,
65,128,0,99,
66,130,1,99,
67,132,0,96,
68,134,0,98,
69,136,0,94,
70,138,1,99,
71,140,2,98,
72,142,0,99,
73,144,2,99,
74,146,0,97,
75,148,1,96,
76,150,0,96,
77,152,0,99,
78,154,2,98,
79,156,0,99,
80,158,1,98,
81,160,0,97,
82,162,2,99,
83,164,0,98,
84,166,1,99,
85,168,0,99,
86,170,1,98,
87,172,1,98,
88,174,1,99,
89,176,1,94,
90,178,0,97,
91,180,0,96,
92,182,0,99,
93,184,2,99,
94,186,0,99,
95,188,3,99,
96,190,0,99,
97,192,0,99,
98,194,0,99,
99,196,0,97,
100,198,1,98,
101,200,1,98,
102,202,0,98,
103,204,3,98,
104,206,0,99,
105,208,0,99,
106,210,0,98,
107,212,3,98,
108,214,1,99,
109,216,0,99,
110,218,1,98,
111,220,1,98,
112,222,0,99,
113,224,0,99,
114,226,0,98,
115,228,0,99,
116,230,0,99,
117,232,0,98,
118,234,1,99,
119,236,0,99,
120,238,1,99,
121,240,0,97,
122,242,0,98,
123,244,0,99,
124,246,0,97,
125,248,0,99,
126,250,0,98,
127,252,3,99,
128,254,0,99,
129,256,0,99,
130,258,0,99,
131,260,0,98,
132,262,0,99,
133,264,3,98,
134,266,1,99,
135,268,0,99,
136,270,1,98,
137,272,0,99,
138,274,0,99,
139,276,0,99,
140,278,0,99,
141,280,0,99,
142,282,0,99,
143,284,0,99,
144,286,0,99,
145,288,0,99,
146,290,2,99,
147,292,0,98,
148,294,0,99,
149,296,0,99,
150,298,0,98,
151,300,0,99,
152,302,1,99,
153,304,1,98,
154,306,0,98,
155,308,0,99,
156,310,0,99,
157,312,0,99,
158,314,0,99,
159,316,0,98,
160,318,0,99,
161,320,0,99,
162,322,0,99,
163,324,0,99,
164,326,0,99,
165,328,0,99,
166,330,0,99,
167,332,1,99,
168,334,0,96,
169,336,1,99,
170,338,0,98,
171,340,0,98,
172,342,0,99,
173,344,0,99,
174,346,0,99,
175,348,1,99,
176,350,0,99,
177,352,0,99,
178,354,0,99,
179,356,1,99,
180,358,0,99,
181,360,1,99,
182,362,0,99,
183,364,0,99,
184,366,0,98,
185,368,0,99,
186,370,0,99,
187,372,0,98,
188,374,0,98,
189,376,0,99,
190,378,1,99,
191,380,0,99,
192,382,0,99,
193,384,0,99,
194,386,0,97,
195,388,0,99,
196,390,0,99,
197,392,0,99,
198,394,0,99,
199,396,1,99,
200,398,0,99,
201,400,0,97,
202,402,0,99,
203,404,0,99,
204,406,1,99,
205,408,0,98,
206,410,0,99,
207,412,1,99,
208,414,0,99,
209,416,1,99,
210,418,0,99,
211,420,0,98,
212,422,0,99,
213,424,0,99,
214,426,0,99,
215,428,0,99,
216,430,0,99,
217,432,0,99,
218,434,0,98,
219,436,0,99,
220,438,0,99,
221,440,0,98,
222,442,0,99,
223,444,0,99,
224,446,0,99,
225,448,1,98,
226,450,0,99,
227,452,0,99,
228,454,0,98,
229,456,0,99,
230,458,0,99,
231,460,0,99,
232,462,0,99,
233,464,0,99,
234,466,0,99,
235,468,0,99,
236,470,0,99,
237,472,0,98,
238,474,0,99,
239,476,0,99,
240,478,0,99,
241,480,0,99,
242,482,0,99,
243,484,0,98,
244,486,0,99,
245,488,0,99,
246,490,0,98,
247,492,0,99,
248,494,0,99,
249,496,0,99,
250,498,0,98,
251,500,0,99,
252,502,0,99,
253,504,0,99,
254,506,0,99,
255,508,1,99,
256,510,0,99,
257,512,0,99,
258,514,0,99,
259,516,0,99,
260,518,0,99,
261,520,0,99,
262,522,0,99,
263,524,0,98,
264,526,1,99,
265,528,2,99,
266,530,0,99,
267,532,0,99,
268,534,0,98,
269,536,1,98,
270,538,1,99,
271,540,0,99,
272,542,0,99,
273,544,0,99,
274,546,0,99,
275,548,0,99,
276,550,0,98,
277,552,0,99,
278,554,0,99,
279,556,0,99,
280,558,0,99,
281,560,0,99,
282,562,0,99,
283,564,0,99,
284,566,0,99,
285,568,0,99,
286,570,0,99,
287,572,0,99,
288,574,0,99,
289,576,0,99,
290,578,0,99,
291,580,0,99,
292,582,0,99,
293,584,0,99,
294,586,0,99,
295,588,0,99,
296,590,0,99,
297,592,0,99,
298,594,0,99,
299,596,0,98,
300,598,0,99,
301,600,0,99,
302,602,0,99,
303,604,0,99,
304,606,0,99,
305,608,0,99,
306,610,0,99,
307,612,0,99,
308,614,0,99,
